fecha_ingreso,hora_ingreso,nro_registro_interno,situacion,origen,es_anonima,tema,subtema,provincia,localidad,dependencia_alta,via_ingreso,derivacion_institucion,derivacion_fecha,derivacion_judicializa,derivacion2_institucion,derivacion2_fecha,derivacion2_judicializa,derivacion3_institucion,derivacion3_fecha,derivacion3_judicializa,denunciante_nacionalidad,denunciante_provincia,denunciante_localidad,denunciante_tipo,denunciante_como_conocio_la_linea,denunciante_genero,denunciante_edad_aparente,provincia_indec_id
2021-05-09,18:44,8415352515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-05-09 18:40,Si,,,,,,,,,,Denunciante - ciudadano,,,55,06
2021-05-10,15:51,8435352515,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,Protex,2021-05-10 16:58,No,,,,,,,Argentina,Buenos Aires,Olavarria,Denunciante - ciudadano,,Mujer,30,
2021-05-10,17:56,5535352515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Buenos Aires,,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-05-10 18:03,No,PERSONAS EXTRAVIADAS,2021-05-10 18:03,No,,,,,Entre Ríos,Diamante,Denunciante - ciudadano,,Hombre,50,06
2021-05-11,17:35,2565352515,Urgencia,Ciudadano,No,Trata,Otro,Catamarca,Banda de Varela,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,,,27,10
2021-05-11,20:00,3565352515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,La Rioja,La Rioja,PNR - Línea 145,Línea 145,Protex,2021-05-11 21:00,Si,,,,,,,Argentina,,,Denunciante - ciudadano,,Hombre,40,46
2021-05-11,21:55,5565352515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Buenos Aires,Buenos Aires,PNR - Línea 145,Teléfono de la Coordinación General del PNR,Área Legal del Programa Nacional de Rescate,2021-05-12 20:27,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,0,06
2021-05-12,10:51,1575352515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,Sourigues,PNR - Línea 145,Línea 145,Protex,2021-05-12 11:16,Si,,,,,,,,,,Denunciante - ciudadano,,,50,06
2021-05-12,11:01,2575352515,Urgencia,Ciudadano,Si,Trata,Explotación laboral,Buenos Aires,Merlo,PNR - Línea 145,Línea 145,Protex,2021-05-12 11:18,Si,,,,,,,,,,Denunciante - ciudadano,,,60,06
2021-05-12,11:26,3575352515,Urgencia,Ciudadano,Si,Trata,Publicidad de oferta sexual,,,PNR - Línea 145,Línea 145,Oficina de monitoreo,2021-05-12 11:31,No,Área Legal del Programa Nacional de Rescate,2021-05-12 11:31,Si,,,,,,,Denunciante - ciudadano,,,30,
2021-05-12,19:04,1584452515,Urgencia,Ciudadano,No,Trata,"Explotación sexual niñas, niños y adolescentes",,,PNR - Línea 145,Línea 145,Protex,2021-05-13 02:44,Si,,,,,,,,,,Denunciante - ciudadano,,,29,
2021-05-12,23:14,4584452515,Emergencia,Ciudadano,Si,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,La Plata,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,,,23,06
2021-05-13,00:20,5584452515,Urgencia,Ciudadano,No,Trata,Traslado de personas,,,PNR - Línea 145,Línea 145,Policía Federal Argentina,2021-05-13 02:47,Si,Área Legal del Programa Nacional de Rescate,2021-05-13 02:47,No,,,,Argentina,,,Denunciante - ciudadano,,Mujer,33,
2021-05-13,11:00,9494452515,Emergencia,Institución - Ministerio de Trabajo de la Nación,No,Trata,Explotación laboral,Buenos Aires,Las Flores,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-05-13 11:34,Si,,,,,,,,,,Denunciante - institucion,,Hombre,0,06
2021-05-13,12:08,594452515,Urgencia,Ciudadano,Si,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Morón,PNR - Línea 145,Línea 145,Protex,2021-05-13 13:27,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,0,06
2021-05-13,15:17,6594452515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Protex,2021-05-13 15:54,Si,,,,,,,,,,Denunciante - ciudadano,,,50,02
2021-05-13,22:49,9405452515,Urgencia,Ciudadano,No,Trata,"Explotación sexual niñas, niños y adolescentes",Mendoza,San Martín,PNR - Línea 145,Línea 145,,,,,,,,,,,,,,,,,50
2021-05-14,13:10,1515452515,Emergencia,Institución - Punto Focal,No,Trata,"Explotación sexual niñas, niños y adolescentes",Mendoza,Mendoza,PNR - Línea 145,Línea 145,Policía Federal Argentina,2021-05-14 17:35,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,40,50
2021-05-14,16:43,5515452515,Emergencia,Institución - Punto Focal,No,Trata,"Explotación sexual niñas, niños y adolescentes",Mendoza,Mendoza,PNR - Línea 145,Correo Institucional,,,,,,,,,,,,,,,,,50
2021-05-14,21:44,6525452515,Emergencia,Ciudadano,Si,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,La Plata,PNR - Línea 145,Línea 145,Protex,2021-05-14 21:59,No,Policía Federal Argentina,2021-05-14 21:59,Si,,,,,,,Denunciante - ciudadano,,Mujer,22,06
2021-05-14,22:35,7525452515,Emergencia,Ciudadano,No,Trata,Persona desaparecida,,,PNR - Línea 145,Línea 145,Policía Federal Argentina,2021-05-15 01:39,No,Protex,2021-05-15 01:39,No,,,,,,,Denunciante - ciudadano,,Hombre,45,
2021-05-15,17:37,9455452515,Emergencia,Ciudadano,Si,Trata,Explotación sexual,Santa Fe,Santa Fe,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-05-15 17:34,Si,Protex,2021-05-15 17:34,No,,,,,,,Denunciante - ciudadano,,Mujer,60,82
2021-05-16,04:52,565452515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,San Miguel,PNR - Línea 145,Línea 145,Protex,2021-05-16 04:46,Si,,,,,,,,,,Denunciante - ciudadano,,Hombre,45,06
2021-05-16,19:47,7565452515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Salta,Metán,PNR - Línea 145,Línea 145,Protex,2021-05-16 19:40,No,,,,,,,,Salta,Metán,Denunciante - ciudadano,,Mujer,50,66
2021-05-17,09:44,1575452515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,,,PNR - Línea 145,Línea 145,Protex,2021-05-17 09:40,Si,PERSONAS EXTRAVIADAS,2021-05-17 09:40,No,,,,,Santa Fe,Rosario,Denunciante - ciudadano,,Mujer,45,
2021-05-17,11:32,2584552515,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Merlo,PNR - Línea 145,Línea 145,Protex,2021-05-17 12:07,Si,,,,,,,,,,Denunciante,,Mujer,30,06
2021-05-17,13:30,9494552515,Urgencia,Institución - Registro Nacional de Información de Personas Menores Extraviadas,No,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,La Plata,PNR - Línea 145,Línea 145,Protex,2021-05-17 13:26,No,,,,,,,,,,Denunciante - institucion,,Mujer,35,06
2021-05-17,19:20,1515552515,Emergencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,La Plata,PNR - Línea 145,Línea 145,Protex,2021-05-17 19:19,No,Gendarmería Nacional Argentina,2021-05-18 00:50,Si,,,,,,,,,,,06
2021-05-18,11:13,5525552515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,Morón,PNR - Línea 145,Línea 145,Protex,2021-05-18 12:31,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,0,06
2021-05-18,13:01,535552515,Urgencia,Ciudadano,Si,Trata,Oferta laboral engañosa,Buenos Aires,La Plata,PNR - Línea 145,Línea 145,Protex,2021-05-18 13:12,Si,,,,,,,,,,Denunciante - ciudadano,,,40,06
2021-05-18,14:36,1535552515,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Morón,PNR - Línea 145,Línea 145,Protex,2021-05-18 16:20,Si,,,,,,,Argentina,,,Denunciante - ciudadano,Por publicidad en internet,Hombre,60,06
2021-05-18,15:57,2535552515,Emergencia,Ciudadano,No,Trata,Explotación laboral,Córdoba,Córdoba,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-05-18 16:47,Si,Protex,2021-05-18 16:47,No,,,,,,,,,,,14
2021-05-18,18:08,3535552515,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Villa Lynch,PNR - Línea 145,Línea 145,Protex,2021-05-18 19:15,Si,,,,,,,,Buenos Aires,Bella Vista,Denunciante - ciudadano,,Mujer,33,06
2021-05-18,18:51,4535552515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Mendoza,Mendoza,PNR - Línea 145,Línea 145,Protex,2021-05-20 16:48,No,,,,,,,,,,,,,,50
2021-05-19,12:05,7555552515,Urgencia,Ciudadano,No,Trata,Oferta laboral engañosa,Buenos Aires,Villa Turdera,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,,Mujer,34,06
2021-05-19,13:23,2565552515,Emergencia,Ciudadano,No,Trata,"Explotación laboral niñas, niños y adolescentes",Salta,departamento san martin,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-05-19 15:46,Si,,,,,,,Argentina,,,Denunciante - ciudadano,,Hombre,58,66
2021-05-19,13:38,3565552515,Emergencia,Ciudadano,No,Trata,Venta de niños y otros delitos,Neuquén,Plottier,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-05-19 13:53,Si,Protex,2021-05-19 13:53,No,,,,,,,Denunciante - ciudadano,,Hombre,40,58
2021-05-19,15:10,5565552515,Urgencia,Ciudadano,No,Trata,Explotación laboral,Córdoba,Córdoba,PNR - Línea 145,Línea 145,Protex,2021-05-19 15:08,Si,,,,,,,,,,Denunciante - ciudadano,,,39,14
2021-05-19,16:16,6565552515,Urgencia,Ciudadano,Si,Trata,Ofrecimiento,Neuquén,Neuquen,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,Por publicidad en TV,Mujer,40,58
2021-05-19,17:37,7565552515,Emergencia,Ciudadano,No,Trata,Explotación sexual,Tucumán,San Miguel de Tucumán,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-05-20 18:01,Si,,,,,,,Argentina,,,Denunciante - ciudadano,Por publicidad en TV,Mujer,40,90
2021-05-19,18:23,575552515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Buenos Aires,Lanús,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,,Hombre,40,06
2021-05-20,08:22,3575552515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Buenos Aires,Lanús,PNR - Línea 145,Correo Institucional,Protex,2021-05-20 08:12,Si,,,,,,,,,,Denunciante - victima indirecta,,Hombre,0,06
2021-05-20,09:10,5575552515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,Ciudadela,PNR - Línea 145,Línea 145,Protex,2021-05-20 10:00,Si,,,,,,,,,,Denunciante - ciudadano,,Hombre,0,06
2021-05-20,10:46,6575552515,Urgencia,Ciudadano,No,Trata,Explotación sexual,Santa Fe,Santa Fe,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,,,0,82
2021-05-20,11:51,8484652515,Emergencia,Ciudadano,No,Trata,Explotación laboral,Río Negro,,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-05-20 17:59,Si,,,,,,,Argentina,,,Denunciante - ciudadano,,Mujer,35,62
2021-05-20,12:09,1584652515,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Ciudadela,PNR - Línea 145,Línea 145,Protex,2021-05-20 12:31,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,0,06
2021-05-20,13:23,3584652515,Urgencia,"Institución - Dirección de Asistencia a Mujeres, Géneros y Diversidad",No,Trata,Explotación sexual,Buenos Aires,Pilar,PNR - Línea 145,Línea 145,Protex,2021-05-20 14:31,Si,,,,,,,,,,Denunciante - institucion,,Mujer,0,06
2021-05-20,14:04,4584652515,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Berazategui,PNR - Línea 145,Línea 145,,,,,,,,,,Argentina,,,Denunciante - ciudadano,,Hombre,40,06
2021-05-20,14:20,5584652515,Emergencia,Ciudadano,No,Trata,Explotación laboral,Buenos Aires,General Alvear,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-05-20 14:40,Si,Protex,2021-05-20 14:40,No,,,,,,,Denunciante - ciudadano,,Hombre,44,06
2021-05-20,14:29,6584652515,Urgencia,Ciudadano,No,Trata,Oferta laboral engañosa,Buenos Aires,Villa Turdera,PNR - Línea 145,Línea 145,,,,,,,,,,Argentina,,,Denunciante - ciudadano,,Mujer,34,06
2021-05-20,14:37,7584652515,Urgencia,Ciudadano,Si,Trata,"Explotación sexual niñas, niños y adolescentes",Entre Ríos,Paraná,PNR - Línea 145,Línea 145,Protex,2021-05-20 15:14,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,45,30
2021-05-20,14:56,8494652515,Urgencia,Ciudadano,No,Trata,Oferta laboral engañosa,Buenos Aires,Bahía Blanca,PNR - Línea 145,Línea 145,Protex,2021-05-20 14:55,Si,,,,,,,,,,Denunciante - ciudadano,,,40,06
2021-05-20,21:04,2594652515,Emergencia,Ciudadano,No,Trata,Explotación laboral,Buenos Aires,Mar del Plata,PNR - Línea 145,Línea 145,Juzgado / Fiscalía,2021-05-20 22:09,Si,Protex,2021-05-20 22:09,No,,,,Argentina,,,Denunciante - ciudadano,,Mujer,35,06
2021-05-21,01:22,9405652515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,Tigre,PNR - Línea 145,Línea 145,Protex,2021-05-21 03:03,Si,,,,,,,Argentina,Buenos Aires,Ciudad Autónoma de Buenos Aires,Denunciante - victima directa,,Mujer,30,06
2021-05-21,10:48,4505652515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-05-21 11:17,Si,,,,,,,,,,Denunciante - ciudadano,,,50,06
2021-05-21,11:31,6505652515,Emergencia,Institución - Ministerio de Trabajo de la Nación,No,Trata,Explotación laboral,Santa Cruz,Caleta Olivia,PNR - Línea 145,Línea 145,Protex,2021-05-21 11:42,No,Gendarmería Nacional Argentina,2021-05-21 14:00,Si,,,,,,,Denunciante - ciudadano,,Hombre,40,78
2021-05-21,12:47,2515652515,Urgencia,Ciudadano,No,Trata,Explotación laboral,Santa Cruz,Caleta Olivia,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,,Hombre,30,78
2021-05-21,12:58,3515652515,Emergencia,Ciudadano,Si,Trata,Explotación laboral,Mendoza,Luján de Cuyo,PNR - Línea 145,Línea 145,Protex,2021-05-21 13:24,No,Gendarmería Nacional Argentina,2021-05-21 14:05,Si,,,,,,,Denunciante - ciudadano,,,30,50
2021-05-21,13:54,7515652515,Emergencia,Institución - Ministerio de Trabajo de la Nación,No,Trata,Explotación laboral,Santa Cruz,Caleta Olivia,PNR - Línea 145,Línea 145,Protex,2021-05-21 13:50,No,Gendarmería Nacional Argentina,2021-05-21 14:00,Si,,,,,,,Denunciante - ciudadano,,Hombre,40,78
2021-05-21,14:01,8425652515,Emergencia,Institución - Ministerio de Trabajo de la Nación,No,Trata,Explotación laboral,Santa Cruz,Caleta Olivia,PNR - Línea 145,Correo Institucional,,,,,,,,,,,,,,,,,78
2021-05-21,15:01,9425652515,Urgencia,Ciudadano,Si,Trata,Posible captación,Buenos Aires,Buenos Aires,PNR - Línea 145,Correo Institucional,,,,,,,,,,,,,Denunciante - ciudadano,,,35,06
2021-05-21,22:20,535652515,Emergencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,Bahía Blanca,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-05-22 08:11,Si,Protex,2021-05-22 08:11,No,,,,,,,Denunciante - victima directa,,Mujer,24,06
2021-05-22,00:00,1535652515,Urgencia,Ciudadano,Si,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Florencio Varela,PNR - Línea 145,Línea 145,Protex,2021-05-22 00:28,Si,,,,,,,,,,Denunciante - ciudadano,,,35,06
2021-05-22,09:25,2535652515,Emergencia,Ciudadano,Si,Trata,Explotación sexual,Mendoza,Godoy Cruz,PNR - Línea 145,Línea 145,Protex,2021-05-22 09:48,Si,Gendarmería Nacional Argentina,2021-05-22 11:25,No,,,,,,,Denunciante - ciudadano,,Mujer,45,50
2021-05-22,17:19,4555652515,Urgencia,Ciudadano,Si,Trata,Posible captación,Buenos Aires,La Plata,PNR - Línea 145,Línea 145,Protex,2021-05-22 17:14,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,20,06
2021-05-22,21:16,1565652515,Urgencia,Ciudadano,Si,Trata,Explotación laboral,Tierra del Fuego,Ushuaia,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,,Mujer,50,94
2021-05-22,22:33,2565652515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,Wilde,PNR - Línea 145,Línea 145,Protex,2021-05-22 22:30,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,60,06
2021-05-23,13:39,5565652515,Urgencia,Ciudadano,No,Trata,Posible captación,Mendoza,San Martín,PNR - Línea 145,Línea 145,Protex,2021-05-23 19:10,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,60,50
2021-05-23,14:51,6565652515,Urgencia,Ciudadano,Si,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,La Plata,PNR - Línea 145,Línea 145,Protex,2021-05-23 14:48,Si,,,,,,,,,,Denunciante - ciudadano,,,17,06
2021-05-24,11:48,1584752515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Corrientes,Corrientes,PNR - Línea 145,Línea 145,Protex,2021-05-24 12:11,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,20,18
2021-05-24,17:41,515752515,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,Protex,2021-05-24 17:44,Si,,,,,,,Argentina,Buenos Aires,Ciudad Autónoma de Buenos Aires,Denunciante - ciudadano,,Mujer,30,
2021-05-24,19:21,6515752515,Urgencia,Ciudadano,Si,Trata,Explotación laboral,Santa Cruz,Río Gallegos,PNR - Línea 145,Línea 145,Protex,2021-05-24 19:32,Si,,,,,,,,,,Denunciante - ciudadano,,Hombre,35,78
2021-05-25,09:10,4525752515,Emergencia,Ciudadano,Si,Trata,"Explotación laboral niñas, niños y adolescentes",Santiago del Estero,Añatuya,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-05-25 10:11,Si,,,,,,,,,,Denunciante - ciudadano,,,0,86
2021-05-25,14:27,535752515,Emergencia,Ciudadano,No,Trata,"Explotación laboral niñas, niños y adolescentes",Salta,General Ballivian,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-05-26 11:57,Si,,,,,,,Argentina,,,Denunciante - ciudadano,,Hombre,40,66
2021-05-25,20:30,3535752515,Emergencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Bahía Blanca,PNR - Línea 145,Línea 145,,,,,,,,,,,,,,,,,06
2021-05-25,21:07,4535752515,Emergencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Bahía Blanca,PNR - Línea 145,Línea 145,,,,,,,,,,,,,,,,,06
2021-05-26,09:16,5535752515,Urgencia,Institución - Hospital Santojanni,No,Trata,Explotación sexual,Buenos Aires,Soldati,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-05-26 09:35,Si,,,,,,,,,,Denunciante - ciudadano,,,30,06
2021-05-26,10:26,6535752515,Urgencia,Ciudadano,No,Trata,Grooming,Misiones,Posadas,PNR - Línea 145,Línea 145,,,,,,,,,,Argentina,,,Denunciante - ciudadano,Por publicidad en internet,Mujer,34,54
2021-05-26,13:05,3545752515,Urgencia,Ciudadano,No,Trata,Publicidad de oferta sexual,Buenos Aires,Buenos Aires,PNR - Línea 145,Correo Institucional,Área Legal del Programa Nacional de Rescate,2021-05-26 12:59,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,0,06
2021-05-26,16:02,9455752515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,Junín,PNR - Línea 145,Línea 145,Protex,2021-05-26 16:34,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,65,06
2021-05-26,16:25,555752515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,Isidro Casanova,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,Por publicidad en internet,,20,06
2021-05-26,22:50,7555752515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,Wilde,PNR - Línea 145,Línea 145,Protex,2021-05-26 22:44,Si,,,,,,,,,,Denunciante - ciudadano,,,40,06
2021-05-27,09:36,565752515,Urgencia,Ciudadano,No,Trata,Oferta laboral engañosa,Santa Fe,Santa Fe,PNR - Línea 145,Línea 145,,,,,,,,,,Argentina,,,Denunciante - ciudadano,Madres de victimas de trata,Mujer,32,82
2021-05-27,16:43,3575752515,Emergencia,Ciudadano,Si,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Bahía Blanca,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-05-27 19:40,Si,Protex,2021-05-27 19:40,No,,,,,,,Denunciante - ciudadano,,Mujer,27,06
2021-05-27,17:36,4575752515,Urgencia,Ciudadano,No,Trata,Explotación sexual,Catamarca,Catamarca,PNR - Línea 145,Línea 145,Protex,2021-05-27 17:35,Si,,,,,,,,Buenos Aires,Buenos Aires,Denunciante - ciudadano,,,56,10
2021-05-27,17:42,5575752515,Emergencia,Ciudadano,Si,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-05-27 17:41,No,Policía Federal Argentina,2021-05-27 18:28,Si,,,,,,,Denunciante - ciudadano,,,45,06
2021-05-28,10:19,6584843515,Urgencia,Ciudadano,No,Trata,Explotación sexual,Catamarca,San Fernando del Valle de Catamarca,PNR - Línea 145,Correo Institucional,Protex,2021-05-28 10:16,Si,,,,,,,,Buenos Aires,Buenos Aires,Denunciante - ciudadano,,,50,10
2021-05-28,11:05,8494843515,Urgencia,Ciudadano,No,Trata,"Explotación laboral niñas, niños y adolescentes",Buenos Aires,Chascomús,PNR - Línea 145,Línea 145,Protex,2021-05-28 11:56,No,,,,,,,,Buenos Aires,Chascomús,Denunciante - ciudadano,,,49,06
2021-05-28,11:38,594843515,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,Protex,2021-05-28 12:11,Si,,,,,,,,,,Denunciante - victima indirecta,,Mujer,30,
2021-05-28,12:00,1594843515,Urgencia,Ciudadano,No,Trata,Oferta laboral engañosa,Buenos Aires,Temperley,PNR - Línea 145,Línea 145,Protex,2021-05-28 12:51,Si,,,,,,,,,,Denunciante - victima directa,,Mujer,26,06
2021-05-28,14:02,7594843515,Urgencia,Ciudadano,No,Trata,Oferta laboral engañosa,Buenos Aires,Temperley,PNR - Línea 145,Correo Institucional,,,,,,,,,,,,,Denunciante - ciudadano,,,40,06
2021-05-28,18:11,3505843515,Emergencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Florencio Varela,PNR - Línea 145,Línea 145,,,,,,,,,,,,,Denunciante - ciudadano,,Hombre,39,06
2021-05-28,21:51,7505843515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Entre Ríos,San Salvador,PNR - Línea 145,Línea 145,Protex,2021-05-28 22:19,Si,,,,,,,,,,Denunciante - ciudadano,,Hombre,54,30
2021-05-29,10:59,2525843515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Misiones,Puerto Iguazú,PNR - Línea 145,Línea 145,Protex,2021-05-29 10:55,Si,,,,,,,,,,Denunciante - ciudadano,,Mujer,25,54
2021-05-29,14:02,9435843515,Urgencia,Institución - ONG NO A LA TRATA DE PERSONAS,No,Trata,Explotación sexual,Catamarca,Andalgalá,PNR - Línea 145,Línea 145,Protex,2021-05-29 13:52,Si,,,,,,,Argentina,Catamarca,San Fernando del Valle de Catamarca,Denunciante - ciudadano,,Mujer,60,10
2021-05-30,13:33,6545843515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Santa Fe,Rosario,PNR - Línea 145,Línea 145,Protex,2021-05-30 13:26,No,,,,,,,,Salta,Metán,Denunciante - ciudadano,,Mujer,50,82
2021-05-30,14:40,7545843515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Santa Fe,Rosario,PNR - Línea 145,Línea 145,Protex,2021-05-30 14:36,No,,,,,,,,Salta,Metán,Denunciante - ciudadano,,Mujer,50,82
2021-05-30,21:56,9465843515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,,,PNR - Línea 145,Línea 145,Protex,2021-05-30 21:55,Si,,,,,,,,Salta,Metán,Denunciante - ciudadano,,Mujer,0,
2021-05-31,00:59,2565843515,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Córdoba,Córdoba,PNR - Línea 145,Línea 145,Protex,2021-05-31 02:06,Si,,,,,,,,,,Denunciante - ciudadano,,,31,14
2021-05-31,02:00,3565843515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Santa Fe,Rosario,PNR - Línea 145,Línea 145,Protex,2021-05-31 01:59,Si,,,,,,,,,,Denunciante - ciudadano,,,30,82
2021-05-31,02:37,4565843515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Área Legal del Programa Nacional de Rescate,2021-05-31 02:36,Si,,,,,,,,,,Denunciante - ciudadano,,,29,06
2021-05-31,13:30,9484943515,Emergencia,Ciudadano,Si,Trata,Explotación laboral,Salta,VILLA SANTA ROSA,PNR - Línea 145,Línea 145,Protex,2021-05-31 13:59,No,Gendarmería Nacional Argentina,2021-05-31 13:59,Si,,,,,,,Denunciante - ciudadano,,Hombre,50,66
2021-05-31,13:52,1584943515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,la matanza,PNR - Línea 145,Línea 145,Protex,2021-05-31 14:01,No,,,,,,,,,,,,,,06
2021-05-31,15:41,8494943515,Emergencia,Ciudadano,Si,Trata,"Explotación laboral niñas, niños y adolescentes",Misiones,PARAJE DOS HERMANAS BERNARDO DE IRIGOYEN,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2021-05-31 16:11,Si,Protex,2021-05-31 16:11,No,,,,,,,Denunciante - ciudadano,,Mujer,50,54
2021-06-01,12:07,6515943515,Emergencia,Institución - Renatre,No,Trata,Explotación laboral,Buenos Aires,La Plata,PNR - Línea 145,Línea 145,Protex,2021-06-01 12:22,Si,,,,,,,,,,Denunciante - ciudadano,,,40,06
2021-06-01,14:57,4525943515,Urgencia,Ciudadano,Si,Trata,Explotación sexual,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Protex,2021-06-01 14:55,Si,,,,,,,,,,Denunciante - ciudadano,,Hombre,25,06
